folder,File path,Type,English name,Traditional Chinese name,key,url
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor16png_combined.webp,Major,INFINITE VITALITY,不滅生息,Major_Power_Cards/Base/HCards300pxiHMajor16png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor16png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor17png_combined.webp,Major,INDOMITABLE CLAIM,不屈之邑,Major_Power_Cards/Base/HCards300pxiHMajor17png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor17png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor18png_combined.webp,Major,ENTWINED POWER,靈子糾纏,Major_Power_Cards/Base/HCards300pxiHMajor18png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor18png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor19png_combined.webp,Major,DISSOLVE THE BONDS OF KINSHIP,挑撥離間,Major_Power_Cards/Base/HCards300pxiHMajor19png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor19png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor1png_combined.webp,Major,WRAP IN WINGS OF SUNLIGHT,日光羽翼裹身,Major_Power_Cards/Base/HCards300pxiHMajor1png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor1png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor20png_combined.webp,Major,CLEANSING FLOODS,清洗淨化之洪,Major_Power_Cards/Base/HCards300pxiHMajor20png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor20png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor21png_combined.webp,Major,BLAZING RENEWAL,浴火重生,Major_Power_Cards/Base/HCards300pxiHMajor21png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor21png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor22png_combined.webp,Major,ACCELERATED ROT,高速分解,Major_Power_Cards/Base/HCards300pxiHMajor22png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor22png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor2png_combined.webp,Major,WINDS OF RUST AND ATROPHY,乾涸蝕物之風,Major_Power_Cards/Base/HCards300pxiHMajor2png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor2png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor3png_combined.webp,Major,VIGOR OF THE BREAKIN6 DAWN,拂曉出擊,Major_Power_Cards/Base/HCards300pxiHMajor3png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor3png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor4png_combined.webp,Major,VENGEANCE OF THE DEAD,亡者尋仇,Major_Power_Cards/Base/HCards300pxiHMajor4png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor4png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor5png_combined.webp,Major,TSUNAMI,大海嘯,Major_Power_Cards/Base/HCards300pxiHMajor5png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor5png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor6png_combined.webp,Major,THE TREES AND STONES SPEAK OF WAR,樹木岩石預見了戰爭,Major_Power_Cards/Base/HCards300pxiHMajor6png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor6png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor7png_combined.webp,Major,THE LAND THRASHES IN FURIOUS PAIN,痛苦翻騰的大地,Major_Power_Cards/Base/HCards300pxiHMajor7png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor7png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor8png_combined.webp,Major,THE JUNGLE HUNGERS,叢林反噬,Major_Power_Cards/Base/HCards300pxiHMajor8png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor8png_combined.webp
Major_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\Base\Combined\HCards300pxiHMajor9png_combined.webp,Major,TERRIFYING NIGHTMARES,驚魂駭魘,Major_Power_Cards/Base/HCards300pxiHMajor9png_combined.webp,https://suisoko.com/Major_Power_Cards/Base/HCards300pxiHMajor9png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor10png_combined.webp,Major,SAVAGE TRANSFORMATION,獸化,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor10png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor10png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor11png_combined.webp,Major,PYROCLASTIC FLOW,火山碎屑流,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor11png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor11png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor12png_combined.webp,Major,PENT-UP CALAMITY,積壓的禍根,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor12png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor12png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor13png_combined.webp,Major,"FLOW LIKE WATER, REACH LIKE AIR",靈活如水，迅疾如風,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor13png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor13png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor14png_combined.webp,Major,INSTRUMENTS OF THEIR OWN RUIN,吹奏自相殘殺的號角,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor14png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor14png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor15png_combined.webp,Major,INSATIABLE HUNGER OF THE SWARM,飢餓蟲群,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor15png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor15png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor16png_combined.webp,Major,GRANT HATRED A RAVENOUS FORM,貪婪復仇者,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor16png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor16png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor17png_combined.webp,Major,FIRE AND FLOOD,裂火與洪流,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor17png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor17png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor18png_combined.webp,Major,DEATH FALLS GENTLY FROM OPEN BLOSSOMS,"盛開的花朵,散落的死亡",Major_Power_Cards/BnC/BnCCards300pxiBnCMajor18png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor18png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor19png_combined.webp,Major,CAST DOWN INTO THE BRINY DEEP,沒入深邃無光之海,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor19png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor19png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor1png_combined.webp,Major,UNLOCK THE GATES OF DEEPEST POWER,釋放深沉潛藏之力,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor1png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor1png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor20png_combined.webp,Major,BLOODWRACK PLAGUE,血瘟,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor20png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor20png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor21png_combined.webp,Major,STRANGLING FIREVINE,絞人裂藤,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor21png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor21png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor2png_combined.webp,Major,TWISTED FLOWERS MURMUR ULTIMATUMS,魔花輕聲訴說威脅,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor2png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor2png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor3png_combined.webp,Major,SMOTHERING INFESTATION,疫源蔽日,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor3png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor3png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor4png_combined.webp,Major,MANIFEST INCARNATION,化身下凡,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor4png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor4png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor5png_combined.webp,Major,SWEEP INTO THE SEA,橫掃入海,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor5png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor5png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor6png_combined.webp,Major,VOLCANIC ERUPTION,火山爆發,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor6png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor6png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor7png_combined.webp,Major,UNRELENTING GROWTH,漫生如火,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor7png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor7png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor8png_combined.webp,Major,TIGERS HUNTING,猛虎狩獵,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor8png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor8png_combined.webp
Major_Power_Cards\BnC,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\BnC\Combined\BnCCards300pxiBnCMajor9png_combined.webp,Major,SEA MONSTERS,海怪軍團,Major_Power_Cards/BnC/BnCCards300pxiBnCMajor9png_combined.webp,https://suisoko.com/Major_Power_Cards/BnC/BnCCards300pxiBnCMajor9png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor10png_combined.webp,Major,DRAW TOWARDS A CONSUMING VOID,虛空吞食天地,Major_Power_Cards/JE/JECards300pxiJEMajor10png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor10png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor11png_combined.webp,Major,THE WOUNDED WILD TURNS ON ITS ASSAILANTS,傷野反撲,Major_Power_Cards/JE/JECards300pxiJEMajor11png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor11png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor12png_combined.webp,Major,IRRESISTIBLE CALL,無法抗拒的召喚,Major_Power_Cards/JE/JECards300pxiJEMajor12png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor12png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor13png_combined.webp,Major,VOICE OF COMMAND,號令之聲,Major_Power_Cards/JE/JECards300pxiJEMajor13png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor13png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor14png_combined.webp,Major,WALLS OF ROCK AND THORN,荊棘巨石牆,Major_Power_Cards/JE/JECards300pxiJEMajor14png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor14png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor15png_combined.webp,Major,SETTLE INTO HUNTING GROUNDS,移居狩獵場,Major_Power_Cards/JE/JECards300pxiJEMajor15png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor15png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor16png_combined.webp,Major,TRANSFORM TO A MURDEROUS DARKNESS,化做奪命黑闇,Major_Power_Cards/JE/JECards300pxiJEMajor16png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor16png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor17png_combined.webp,Major,BARGAINS OF POWER AND PROTECTION,力與守護的協議,Major_Power_Cards/JE/JECards300pxiJEMajor17png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor17png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor18png_combined.webp,Major,UNLEASH A TORRENT OF THE SELFS OWN ESSENCE,能量衝擊,Major_Power_Cards/JE/JECards300pxiJEMajor18png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor18png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor19png_combined.webp,Major,"VANISH SOFTLY AWAY, FORGOTTEN BY ALL",緩緩逝去直到被所有人遺忘,Major_Power_Cards/JE/JECards300pxiJEMajor19png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor19png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor20png_combined.webp,Major,FOCUS THE LAND'S ANGUISH,土地悲痛集於此,Major_Power_Cards/JE/JECards300pxiJEMajor20png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor20png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor21png_combined.webp,Major,ANGRY BEARS,憤怒的熊群,Major_Power_Cards/JE/JECards300pxiJEMajor21png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor21png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor22png_combined.webp,Major,DREAM OF THE UNTOUCHED LAND,美麗新世界,Major_Power_Cards/JE/JECards300pxiJEMajor22png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor22png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor23png_combined.webp,Major,INFESTATION OF VENOMOUS SPIDERS,毒蜘蛛入侵,Major_Power_Cards/JE/JECards300pxiJEMajor23png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor23png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor24png_combined.webp,Major,FORESTS OF LIVING OBSIDIAN,黑耀石森林,Major_Power_Cards/JE/JECards300pxiJEMajor24png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor24png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor2png_combined.webp,Major,MELT EARTH INTO QUICKSAND,土壤流沙化,Major_Power_Cards/JE/JECards300pxiJEMajor2png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor2png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor3png_combined.webp,Major,THICKETS ERUPT WITH EVERY TOUCH OF BREEZE,微風起灌木迸發,Major_Power_Cards/JE/JECards300pxiJEMajor3png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor3png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor4png_combined.webp,Major,TREES RADIATE CELESTIAL BRILLIANCE,森林散發宇宙奧祕,Major_Power_Cards/JE/JECards300pxiJEMajor4png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor4png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor5png_combined.webp,Major,WEAVE TOGETHER THE FABRIC OF PLACE,編織名為大地之布帛,Major_Power_Cards/JE/JECards300pxiJEMajor5png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor5png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor6png_combined.webp,Major,SLEEP AND NEVER WAKEN,一睡不醒,Major_Power_Cards/JE/JECards300pxiJEMajor6png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor6png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor7png_combined.webp,Major,UTTER A CURSE OF DREAD AND BONE,傾訴白骨和慌憂的詛咒,Major_Power_Cards/JE/JECards300pxiJEMajor7png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor7png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor8png_combined.webp,Major,SPILL BITTERNESS INTO THE EARTH,吐苦水於土地,Major_Power_Cards/JE/JECards300pxiJEMajor8png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor8png_combined.webp
Major_Power_Cards\JE,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\JE\Combined\JECards300pxiJEMajor9png_combined.webp,Major,STORM SWATH,暴風帶,Major_Power_Cards/JE/JECards300pxiJEMajor9png_combined.webp,https://suisoko.com/Major_Power_Cards/JE/JECards300pxiJEMajor9png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor10png_combined.webp,Major,EXALTATION OF THE INCANDESCENT SKY,熾天喜樂,Major_Power_Cards/NI/NIMajor10png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor10png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor11png_combined.webp,Major,BOMBARD WITH BOULDERS AND STINGING SEEDS,尖芽和巨石從天而降,Major_Power_Cards/NI/NIMajor11png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor11png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor12png_combined.webp,Major,BARGAIN OF COURSIN6 PATHS,打通捷徑的協議,Major_Power_Cards/NI/NIMajor12png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor12png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor1png_combined.webp,Major,UNEARTH A BEAST OF WRATHFUL STONE,召喚嗔怒石獸,Major_Power_Cards/NI/NIMajor1png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor1png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor2png_combined.webp,Major,TRANSFORMATIVE SACRIFICE,從犧牲中蛻變,Major_Power_Cards/NI/NIMajor2png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor2png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor3png_combined.webp,Major,SOLIDIFY ECHOES OF MAJESTY PAST,過往榮光的清晰倒影,Major_Power_Cards/NI/NIMajor3png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor3png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor4png_combined.webp,Major,RUMBLIN6 EARTHQUAKES,轟隆大地震,Major_Power_Cards/NI/NIMajor4png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor4png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor5png_combined.webp,Major,RAVAGED UNDERGROWTH SLITHERS BACK TO LIFE,草木甦生,Major_Power_Cards/NI/NIMajor5png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor5png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor6png_combined.webp,Major,PLAGUE SHIPS SAIL TO DISTANT PORTS,瘟疫乘帆遠航,Major_Power_Cards/NI/NIMajor6png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor6png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor7png_combined.webp,Major,INSPIRE THE RELEASE OF STOLEN LANDS,鼓動入侵者地歸原主,Major_Power_Cards/NI/NIMajor7png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor7png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor8png_combined.webp,Major,FRAGMENTS OF YESTERYEAR,往日的碎片,Major_Power_Cards/NI/NIMajor8png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor8png_combined.webp
Major_Power_Cards\NI,D:\MyWorks\Practice\Translation\spirit_island\PS\Major_Power_Cards\NI\Combined\NIMajor9png_combined.webp,Major,FLOCKING RED TALONS,血色利爪群,Major_Power_Cards/NI/NIMajor9png_combined.webp,https://suisoko.com/Major_Power_Cards/NI/NIMajor9png_combined.webp
,,,,,,
Minor_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Minor_Power_Cards\Base\Combined\BaseCards300pxiBaseMinorpng_combined.webp,Minor,MINOR POWER,次級力量,Minor_Power_Cards/Base/BaseCards300pxiBaseMinorpng_combined.webp,https://suisoko.com/Minor_Power_Cards/Base/BaseCards300pxiBaseMinorpng_combined.webp
Minor_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Minor_Power_Cards\Base\Combined\HCards300pxiHMinor10png_combined.webp,Minor,ROUSE THE TREES AND STONES,召集樹木與岩石,Minor_Power_Cards/Base/HCards300pxiHMinor10png_combined.webp,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor10png_combined.webp
Minor_Power_Cards\Base,D:\MyWorks\Practice\Translation\spirit_island\PS\Minor_Power_Cards\Base\Combined\HCards300pxiHMinor11png_combined.webp,Minor,REACHING GRASP,奮起一躍,Minor_Power_Cards/Base/HCards300pxiHMinor11png_combined.webp,https://suisoko.com/Minor_Power_Cards/Base/HCards300pxiHMinor11png_combined.webp
